hemis_credits_total,hemis_credits_passed,hemis_credits_failed,hemis_credit_pass_rate,target_success_75,matric_school_name,teaching_language,teacher_language_alternation_helped,school_language_same_as_home,english_language_level,school_fee_source,matric_class_size,school_location,school_facilities_count,school_facilities_used_count,school_commute_mode,used_online_learning,school_leadership_activity,school_meal_source,school_academic_achievement,home_resources_count,family_attended_university,home_location,general_support_source,has_dependents,number_of_dependents,has_disability_or_special_needs,plans_part_time_work,part_time_hours,concern_academic,concern_financial,concern_adjustment_belonging,concern_accommodation_transport,concern_safety_health,concern_time_management,concern_any,programme_choice,first_choice_influence,university_accommodation,accommodation_type,accommodation_internet,accommodation_backup_power,distance_from_campus,travel_to_campus,travel_time_to_8am,devices_owned_count,tuition_funding,accommodation_funding,living_expense_funding,applied_nsfas,nsfas_approved,father_employment_status,mother_employment_status
,,,,,Simtfolile secondary ,SiSwati,1.0,0.0,First,No fee-paying school,Between 41 and 60,Rural Village,11,9,Walking,1.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Evander High School,English,0.0,0.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,9,9,Walking,0.0,1.0,Three meals a day,Bachelor,3,0.0,Suburb/City/Town,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,First,Other,University Residence,Self Catering,1.0,,Less than 5km,Walking,less than 30 minutes,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Guardian e.g., grandparent, uncle, siblings etc.",,,,Unemployed and looking for work
,,,,,Tshwane muslim school ,English,0.0,1.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,12,10,Lift club,0.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,Second,Passion,Home,,,0.0,Greater than 30km,Lift club,Between 1 and 2 hours,1,"Bursary e.g., Eskom, Sasol etc.",,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Panorama Combined School ,IsiZulu,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Public,6,6,Public Transport,0.0,0.0,Parents provided lunch box.,School leaving,2,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,0.0,,Employed and earning salary/wages
,,,,,Kgatoentle Secondary school ,Setswana,1.0,1.0,Second,Government scholarship/bursary,Between 31 and 40,Township,8,7,Walking,0.0,0.0,Parents provided lunch money,Bachelor,3,0.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Sappho secondary school ,Sesotho,0.0,1.0,First,No fee-paying school,Between 41 and 60,Township,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,4,0.0,Township,Both Parents,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,1,First,Family,University Residence,Self Catering,1.0,,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Lamula jubilee secondary ,English,0.0,0.0,Second,No fee-paying school,Between 20 and 30,Township,10,8,Scholar transport (Rural learners),0.0,1.0,Parents provided lunch box.,Bachelor,5,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,3,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Lovunywa secondary school ,SiSwati,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,6,3,Walking,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Finetown Secondary School ,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Township,5,3,Public Transport,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Other,University Residence,Self Catering,1.0,,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,SOKISI HIGH SCHOOL,Xitsonga,1.0,1.0,First,No fee-paying school,Between 61 and 80,Rural Village,8,5,Walking,0.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,Passion,Accommodation,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 1 and 2 hours,3,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Matsuokwane secondary school,Sepedi,1.0,1.0,Second,Government scholarship/bursary,Between 41 and 60,Rural Village,8,7,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Molwetši Senior School ,Sepedi,1.0,0.0,Second,No fee-paying school,Greater than 80,Rural Village,9,7,Walking,1.0,0.0,School based feeding programme,School leaving,3,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,15.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Highveld secondary school ,SiSwati,1.0,1.0,First,No fee-paying school,Greater than 80,Public,7,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,Third,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,,
,,,,,Mamellong Comprehensive School ,Sepedi,1.0,0.0,First,No fee-paying school,Between 20 and 30,Township,7,5,Walking,1.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,Third,Other,University Residence,,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Taxila Secondary School ,Sepedi,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Public,10,8,Scholar transport (Rural learners),1.0,0.0,Parents provided lunch money,Bachelor,5,1.0,Township,Single Parent,1.0,1.0,0.0,1.0,6.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,Parent/Parents,Parent/Parents,Paying for myself,1.0,0.0,Self-employed,
,,,,,Dendron secondary school,Sepedi,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,11,8,Walking,1.0,1.0,Community based/NGO feeding programme,Bachelor,3,0.0,Township,Family friend/Friend,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,Second,Family,University Residence,Catered,,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Jim Chavani High School ,Xitsonga,1.0,1.0,First,No fee-paying school,Between 61 and 80,Rural Village,7,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Ubuhle bolwazi secondary school ,IsiZulu,1.0,0.0,Second,Government scholarship/bursary,Between 20 and 30,Township,8,7,Scholar transport (Rural learners),0.0,0.0,School based feeding programme,Bachelor,1,0.0,Farm,Single Parent,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,The desire to make a difference,University Residence,Catered,1.0,0.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Norkem Park High School,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Public,10,9,Walking,1.0,1.0,Parents provided lunch box.,Bachelor,4,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,Second,Job Security,Accommodation,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Self-employed
,,,,,Vosloorus Comprehensive Secondary School,English,1.0,0.0,First,No fee-paying school,Between 20 and 30,Township,12,11,Dropped off by parent or relative,1.0,0.0,Parents provided lunch money,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Self-employed,Domestic servant or unskilled labour
,,,,,Dinwiddie high school ,English,1.0,0.0,First,Parents or guardians,Between 31 and 40,Suburb/City/Town,11,9,Dropped off by parent or relative,1.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,1,1,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,0.0,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Hoërskool Generaal Hertzog,English,1.0,0.0,Second,"Parents or guardians, Educational or schooling insurance policy",Between 41 and 60,Township,10,7,Public Transport,1.0,1.0,Parents provided lunch box.,School leaving,4,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Suikerland Secondary School ,English,0.0,0.0,Second,Parents or guardians,Between 41 and 60,Farm,9,7,School Bus,0.0,0.0,Parents provided lunch box.,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,Passion,University Residence,Self Catering,1.0,0.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,"Loans e.g., bank, Edu loan etc.","Loans e.g., bank, Edu",Paying for myself,0.0,0.0,,Employed and earning salary/wages
,,,,,Jim Chavani High School ,Xitsonga,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,7,6,Walking,0.0,0.0,Parents provided lunch money,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,0.0,1.0,,Unemployed and receiving social grant
,,,,,Al-Asr Educational Institute,English,0.0,1.0,First,Parents or guardians,Between 20 and 30,Private school,12,12,Own Automobile/car,1.0,0.0,Parents provided lunch box.,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,6.0,0,1,0,0,1,0,1,First,Passion,Home,,,1.0,Between 15km and 19km,Own automobile/car,Between 1 and 2 hours,2,Parent/Parents,,,,,Employed and earning salary/wages,
,,,,,Nyanga Senior Secondary School ,English,1.0,0.0,First,Parents or guardians,Between 41 and 60,Suburb/City/Town,10,9,Boarding school,0.0,1.0,Three meals a day,Bachelor,1,1.0,Township,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,0,1,1,Second,Family,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and looking for work
,,,,,Kgothala secondary ,English,1.0,0.0,Second,No fee-paying school,Greater than 80,Rural Village,4,4,Walking,0.0,1.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Other,Accommodation,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,PEPPS Polokwane ,English,,0.0,,Parents or guardians,Between 20 and 30,Private school,12,12,School Bus,0.0,1.0,Parents provided lunch money,School leaving,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,,Less than 5km,Walking,less than 30 minutes,2,Parent/Parents,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Gwambeni High school ,Xitsonga,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Rural Village,8,5,Own Automobile/car,0.0,,School based feeding programme,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,Third,Teachers,Accommodation,,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Employed and earning salary/wages
,,,,,Ntodeni Secondary School ,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Rural Village,8,6,Dropped off by parent or relative,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,Second,Family,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,3,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Hivuyeriwile ,Xitsonga,1.0,1.0,Second,No fee-paying school,Greater than 80,Rural Village,7,6,Scholar transport (Rural learners),0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Job Security,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Domestic servant or unskilled labour
,,,,,Bracken High School,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,11,9,Dropped off by parent or relative,1.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Family friend/Friend,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,Parent/Parents,Parent/Parents,Paying for myself,,,Unemployed and looking for work,Employed and earning salary/wages
,,,,,Eshowe High School ,English,0.0,1.0,First,Bank loan,Between 20 and 30,Suburb/City/Town,12,13,Boarding school,0.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Willowridge High School,English,0.0,0.0,Second,Parents or guardians,Between 31 and 40,Public,11,10,Dropped off by parent or relative,1.0,0.0,Parents provided lunch money,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,0.0,Self-employed,Employed and earning salary/wages
,,,,,Qhobo secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 61 and 80,Rural Village,8,8,Walking,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,1.0,1.0,0.0,0.0,0.0,1,1,1,0,1,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Emshukantambo Secondary School ,English,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Suburb/City/Town,10,10,Walking,0.0,1.0,School based feeding programme,Bachelor,2,0.0,Suburb/City/Town,Single Parent,1.0,1.0,0.0,1.0,5.0,1,0,0,0,0,0,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 1 and 2 hours,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,All Saints College Phalaborwa ,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Private school,12,8,Walking,0.0,1.0,Parents provided lunch money,Bachelor,3,1.0,Township,Other (Please Specify),0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,Passion,University Residence,Self Catering,1.0,0.0,,University bus service,Between 31 minutes and an hour,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",1.0,0.0,,
,,,,,Kgola ka leleme,Sepedi,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,9,9,Walking,0.0,0.0,School based feeding programme,Bachelor,3,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 6km and 9km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Lekentle secondary school,Sepedi,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,6,4,Walking,0.0,1.0,School based feeding programme,School leaving,1,1.0,Rural Village,Both Parents,1.0,3.0,0.0,1.0,11.0,1,0,0,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Thusa Setjhaba Secondary School ,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Township,14,8,Walking,1.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,1,1,First,Other,University Residence,Self Catering,1.0,0.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Shorwane secondary school ,Sepedi,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,7,8,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,1.0,1.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Family,University Residence,Self Catering,1.0,0.0,Between 10km and 14km,Walking,less than 30 minutes,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Dendron secondary school ,Sepedi,1.0,1.0,First,Parents or guardians,Between 61 and 80,Public,10,10,Walking,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,The desire to make a difference,Private,Self Catering,0.0,0.0,Less than 5km,Walking,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),1.0,0.0,Employed and earning salary/wages,Out of work but not currently looking for work
,,,,,Idlamadoda Secondary School,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,11,11,Walking,1.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,6.0,1,1,0,0,1,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Letsatsing combine school ,English,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Public,6,6,Dropped off by parent or relative,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,Family friend/Friend,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,,,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,,
,,,,,Liivha combined school ,Tshivenda,1.0,1.0,Second,No fee-paying school,Greater than 80,Township,8,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,less than 30 minutes,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",1.0,0.0,Employed and earning salary/wages,Self-employed
,,,,,DC Marivate SS ,English,1.0,0.0,First,"Parents or guardians, No fee-paying school",Greater than 80,Public,6,5,Walking,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Parent/Parents,Parent/Parents,Paying for myself,,0.0,Self-employed,Employed and earning salary/wages
,,,,,DZJ Mtembule ,Xitsonga,1.0,0.0,Second,Parents or guardians,Greater than 80,Suburb/City/Town,7,5,Scholar transport (Rural learners),1.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,,,,1,1,1,0,1,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,St James SSS,IsiXhosa,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Public,13,10,Walking,,0.0,School based feeding programme,Bachelor,5,1.0,Suburb/City/Town,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,,0.0,0.0,1,1,1,0,1,1,1,Second,Other,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Flavius mareka high school,Sepedi,1.0,1.0,Second,Parents or guardians,Between 31 and 40,Public,9,6,Walking,1.0,0.0,Parents provided lunch box.,Bachelor,4,0.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Semoriri Secondary school ,English,1.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Less than 20,Rural Village,6,6,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,Third,Job Security,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,Paying for myself,1.0,1.0,,
,,,,,Pretoria central high school ,English,1.0,1.0,Second,Parents or guardians,Less than 20,Suburb/City/Town,7,7,Public Transport,1.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,,Greater than 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,,Employed and earning salary/wages
,,,,,Hoerskool Ermelo,Afrikaans,1.0,0.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,12,11,Dropped off by parent or relative,1.0,1.0,Three meals a day,Bachelor,6,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,Second,Passion,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,3,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,,Employed and earning salary/wages
,,,,,Sozama Secondary School ,English,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Township,5,6,Walking,0.0,0.0,Parents provided lunch box.,Diploma,4,0.0,Township,Family friend/Friend,1.0,3.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,,,,1,Paying for myself,,Paying for myself,0.0,0.0,,
,,,,,Norkem Park High School,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Farm,10,8,Dropped off by parent or relative,0.0,1.0,Two meals a day,Bachelor,6,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Teachers,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Silamba secondary school ,English,1.0,0.0,First,Government scholarship/bursary,Between 41 and 60,Rural Village,5,4,Walking,1.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mokwatedi high school ,Sepedi,1.0,1.0,First,Government scholarship/bursary,Greater than 80,Rural Village,9,8,Scholar transport (Rural learners),1.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Job Security,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Rantailane secondary school ,Setswana,1.0,1.0,Second,Government scholarship/bursary,Between 31 and 40,Township,9,9,Dropped off by parent or relative,1.0,1.0,Parents provided lunch money,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
